,fz,purchasenumber,publishdate,startdata,enddata,placingway,customerinn,maxprice,okpdcode,okpdname,purchasobject,href
209,44,0176200005520001856,2020-12-14T09:39:24.595+03:00,"['2020-12-14', '09:39:24+03:00']","['2020-12-22', '09:00:00+03:00']",Электронный аукцион,0105072228,403854.28,,,Поставка продуктов  питания,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001856
210,44,0176200005520001910,2020-12-17T09:38:01.381+03:00,"['2020-12-17', '09:38:01+03:00']","['2020-12-25', '09:00:00+03:00']",Электронный аукцион,0105072228,919994.4,86.90,Услуги в области медицины прочие,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001910
211,44,0176300006720000069,2020-12-02T10:56:28.395+03:00,"['2020-12-02', '10:56:28+03:00']","['2020-12-10', '09:00:00+03:00']",Электронный аукцион,0107007288,88410.22,,,В соответствии с Разделом 2 «Описание объекта закупки» и Разделом 10 «Проект контракта»,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176300006720000069
212,44,0376300000120000320,2020-12-07T15:58:29.396+03:00,"['2020-12-07', '15:58:29+03:00']","['2020-12-18', '08:00:00+03:00']",Электронный аукцион,0105038964,850000,96.04,Услуги в области физкультурно-оздоровительной деятельности,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376300000120000320
213,44,0176200005520001914,2020-12-17T11:08:10.382+03:00,"['2020-12-17', '11:08:10+03:00']","['2020-12-25', '09:00:00+03:00']",Электронный аукцион,0105072228,164098.56,10.51,Молоко и молочная продукция,поставка продуктов питания,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001914
214,44,0176200005520001734,2020-12-03T14:51:02.485+03:00,"['2020-12-03', '14:51:02+03:00']","['2020-12-11', '09:00:00+03:00']",Электронный аукцион,0105072228,362376.55,01.13,"Овощи и культуры бахчевые, корнеплоды и клубнеплоды",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001734
215,44,0176200005520001891,2020-12-15T13:29:38.344+03:00,"['2020-12-15', '13:29:38+03:00']","['2020-12-24', '09:00:00+03:00']",Электронный аукцион,0105072228,48458.6,81.29,Услуги по чистке и уборке прочие,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001891
216,44,0176200005520001945,2020-12-18T12:34:19.503+03:00,"['2020-12-18', '12:34:19+03:00']","['2020-12-28', '09:00:00+03:00']",Электронный аукцион,0105072228,2126062.5,21.20,"Препараты лекарственные и материалы, применяемые в медицинских целях",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001945
217,44,0176200005520001657,2020-12-01T11:05:41.391+03:00,"['2020-11-26', '11:35:18+03:00']","['2020-12-09', '09:00:00+03:00']",Электронный аукцион,0105072228,658367.92,28.25,Оборудование промышленное холодильное и вентиляционное,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001657
218,44,0176200005520001855,2020-12-11T15:23:22.436+03:00,"['2020-12-11', '15:23:22+03:00']","['2020-12-21', '09:00:00+03:00']",Электронный аукцион,0105072228,1383557.42,,,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001855
219,44,0176200005520001893,2020-12-15T15:07:47.404+03:00,"['2020-12-15', '15:07:47+03:00']","['2020-12-23', '09:00:00+03:00']",Электронный аукцион,0105072228,90000,62.02,"Услуги консультативные, связанные с компьютерной техникой",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001893
220,44,0176200005520001769,2020-12-07T17:44:53.862+03:00,"['2020-12-07', '17:44:53+03:00']","['2020-12-15', '09:00:00+03:00']",Электронный аукцион,0105072228,1067090.61,10.61,Продукция мукомольно-крупяного производства,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001769
221,44,0376100000420000043,2020-12-08T14:47:24.350+03:00,"['2020-12-08', '14:47:24+03:00']","['2020-12-16', '09:00:00+03:00']",Электронный аукцион,0105044421,1525833,20.59,"Продукты химические прочие, не включенные в другие группировки",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376100000420000043
222,44,0176200005520001715,2020-12-02T11:20:01.389+03:00,"['2020-12-02', '11:20:01+03:00']","['2020-12-10', '09:00:00+03:00']",Электронный аукцион,0105072228,623746.13,,,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001715
223,44,0176200005520001898,2020-12-16T10:14:10.388+03:00,"['2020-12-16', '10:14:10+03:00']","['2020-12-24', '09:00:00+03:00']",Электронный аукцион,0105072228,27200,17.12,Бумага и картон,Бумага для печати,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001898
224,44,0176200005520001808,2020-12-09T12:45:25.432+03:00,"['2020-12-09', '12:45:25+03:00']","['2020-12-17', '09:00:00+03:00']",Электронный аукцион,0105072228,217000,62.02,"Услуги консультативные, связанные с компьютерной техникой",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001808
225,44,0176300005420000082,2020-12-03T10:09:41.332+03:00,"['2020-12-03', '10:09:41+03:00']","['2020-12-11', '09:00:00+03:00']",Электронный аукцион,0101004690,15000,68.32,"Услуги по управлению недвижимым имуществом, предоставляемые за вознаграждение или на договорной основе",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176300005420000082
226,44,0176300004720000073,2020-12-14T16:17:57.049+03:00,"['2020-12-14', '16:17:57+03:00']","['2020-12-22', '10:00:00+03:00']",Электронный аукцион,0103007791,121240,10.81,Сахар,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176300004720000073
227,44,0176100003520000041,2020-12-04T10:13:36.360+03:00,"['2020-12-04', '10:13:36+03:00']","['2020-12-14', '11:54:00+03:00']",Электронный аукцион,0105047422,210000,69.10,Услуги юридические,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176100003520000041
228,44,0176300006720000070,2020-12-02T12:12:53.447+03:00,"['2020-12-02', '12:12:53+03:00']","['2020-12-10', '09:00:00+03:00']",Электронный аукцион,0107007288,429516.97,25.30,"Котлы паровые, кроме водогрейных котлов центрального отопления",В соответствии с Разделом 2 «Описание объекта закупки» и Разделом 10 «Проект контракта»,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176300006720000070
229,44,,2020-12-02T15:09:18.313+03:00,,,,,,,,,
230,44,0176200005520001875,2020-12-15T12:02:05.403+03:00,"['2020-12-15', '12:02:05+03:00']","['2020-12-23', '09:00:00+03:00']",Электронный аукцион,0105072228,1128000,43.22,"Работы по монтажу систем водопровода, канализации, отопления и кондиционирования воздуха",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001875
231,44,0176200005520001897,2020-12-16T10:09:07.420+03:00,"['2020-12-16', '10:09:07+03:00']","['2020-12-24', '09:00:00+03:00']",Электронный аукцион,0105072228,77788.71,,,Поставка продуктов  питания,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001897
232,44,0276100000120000187,2020-12-07T17:42:49.394+03:00,"['2020-12-07', '17:42:49+03:00']","['2020-12-15', '10:00:00+03:00']",Электронный аукцион,0105016914,255000,62.02,"Услуги консультативные, связанные с компьютерной техникой",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0276100000120000187
233,44,0376300000120000295,2020-12-02T14:27:51.794+03:00,"['2020-12-02', '14:27:51+03:00']","['2020-12-11', '07:00:00+03:00']",Электронный аукцион,0105038964,316980,10.61,Продукция мукомольно-крупяного производства,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376300000120000295
234,44,0376300021520000092,2020-12-15T16:01:34.007+03:00,"['2020-12-11', '16:37:26+03:00']","['2020-12-23', '09:00:00+03:00']",Электронный аукцион,0104011222,5874812.94,,,Совместный аукцион на поставку  продуктов питания (молочная продукция)  ,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376300021520000092
235,44,0176200005520001847,2020-12-11T11:19:25.680+03:00,"['2020-12-11', '11:19:25+03:00']","['2020-12-21', '09:00:00+03:00']",Электронный аукцион,0105072228,682776,81.21,Услуги по общей уборке зданий,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001847
